Port Name,Bus Passengers,Buses,Pedestrians,Personal Vehicle Passengers,Personal Vehicles,Rail Containers Empty,Rail Containers Loaded,Train Passengers,Trains,Truck Containers Empty,Truck Containers Loaded,Trucks,Composite Metric,Total Traffic,Rank
Douglas,0.022014799603917393,0.04148645944261659,0.11535301073205437,0.1469708780200847,0.12475746095461736,1.360627034226931e-05,8.580550972938168e-06,0.0,0.0,0.01920540972618469,0.013483705707569075,0.016465804644593067,0.0634561427985103,183766517,11.0
Del Rio,0.00366914086803894,0.0297776127930452,0.02086511783283438,0.13787402984791033,0.11607240813936462,0.0,0.0,0.0,0.0,0.027351883314920517,0.037773173047750984,0.03596009428060497,0.050211085803435015,155353713,12.0
San Luis,0.0010271004105346154,0.0009861063729846257,0.33335264292294076,0.21496944717306046,0.20348435158154204,0.0,0.0,0.0,0.0,0.027236614180020484,0.018863692660760493,0.022077021802611056,0.04546259160763769,310697850,13.0
Roma,0.04397469161107234,0.021289424812759035,0.03911576548299311,0.0895077290541596,0.06829303928345229,0.0,0.0,0.11122396655096245,0.0,0.009551939160388311,0.007341005806365662,0.007362480240666816,0.03327971064249899,102822569,14.0
Tecate,0.00621240237655037,0.0038930981886128044,0.07438754813924257,0.07861729888814482,0.06884627384301252,0.00037882721110844554,0.0005552842272487129,0.34299069106973806,0.008614745005546617,0.04578344354400195,0.028627563797258074,0.03387562236088035,0.03319827692340559,104264982,15.0
Progreso,0.008034157997704187,0.0026861288740448715,0.14524429829807647,0.09618850524573251,0.07636754421701741,0.0,0.0,0.0,0.0,0.033699672786452424,0.016019381788579725,0.02028237276695773,0.0281551608871018,133717707,16.0
Ysleta,0.0,0.0,0.021151271475766144,0.02634323952471201,0.02964269278423955,0.0,8.755664258100172e-07,0.0,4.996951859365787e-05,0.05930565042398467,0.05393011647575358,0.05122685822852539,0.02775354102113614,40953847,17.0
Santa Teresa,0.004054907779179705,0.0028981780362692207,0.009671090345086,0.03398977809734182,0.027548783661315947,0.0,0.0,0.0,0.0,0.04463171064124526,0.04166827679749359,0.041594468961341266,0.025068012329366424,42289221,18.0
Columbus,0.01605791821130386,0.015698896411132736,0.029937545825853427,0.030982101150532827,0.02527980843693868,0.0,0.0,0.0,0.0,0.0022692173264078136,0.007382512451071987,0.0054580983596708875,0.023027491994683905,40014490,19.0
Andrade,0.0011189018991415855,0.00037588176677910283,0.15954631898599875,0.04554537383136102,0.03848297140052031,0.0,0.0,0.0,0.0,0.0007986413066050364,0.00039686476270432914,0.0005343922729833941,0.016709599991784833,82282016,20.0
Presidio,0.006871019911802164,0.008513592403144341,0.010958484142680434,0.059422082706564176,0.04784818950153764,0.0003625951692966155,0.0004668520182419011,0.005946276427895235,0.002488482025964162,0.006142809768228529,0.003896096053407031,0.004582948447639003,0.013832258045394183,65542571,21.0
Lukeville,0.020480898426920156,0.009836177764597434,0.009446622317811938,0.037578341195334895,0.026986185921224874,0.0,0.0,0.0,0.0,0.00041858542279939144,0.0001864396827792305,0.0006444003350645842,0.013151130006602936,40797600,22.0
Rio Grande City,0.0005923088594273859,6.22149131220584e-06,0.008991801012707823,0.057102719132450325,0.036481498945227564,5.0128364418886935e-06,1.996291450846839e-05,0.0,0.0,0.009531108928693516,0.023771371421217852,0.017932395327849876,0.009930830142450664,60216626,23.0
Cross Border Xpress,0.0,0.0,0.050635805377754355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005063580537775436,10634357,24.0
Naco,0.0017797540458895256,0.0008590842586937564,0.011376889269586934,0.028573129315176266,0.02161864245275441,0.0,0.0,0.0,0.0,0.0037116150266480004,0.0018423676864420219,0.0024417818797653162,0.0033956395301240607,32232166,25.0
Tornillo,0.0,0.0,0.0047567251927058875,0.04308219122566224,0.03534987611103874,0.0,0.0,0.0,0.0,0.000173606562928705,0.0003270632877951951,0.00020181250273865227,0.000576578770639915,46671124,26.0
Sasabe,9.918938783912567e-05,0.0,0.00020456959517575537,0.0024614520556620473,0.001999056805464738,0.0,0.0,0.00010847270432313032,0.0,0.000647654075025894,0.00028836344488253546,0.00034852268274435675,0.00020463723967366646,2683084,27.0
Boquillas,0.0,0.0,0.00046950110078707274,7.60681334827795e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6950110078707274e-05,98659,28.0
